Console,GameName,Review,Score
PC,Left Behind: Eternal Forces Review,Bad,3
X360,Small Arms Review,Fair,6
PC,Agatha Christie: Murder on the Orient Express Review,Mediocre,5
X360,Superman Returns: The Videogame Review,Poor,4
PS2,Sega Genesis Collection Review,Great,8
DS,Konductra Review,Poor,4
PC,Snoopy vs. the Red Baron Review,Good,7
PS2,Snoopy vs. the Red Baron Review,Good,7
DS,Touch Detective Review,Fair,6
PC,Heroes of Might and Magic V: Hammers of Fate Review,Fair,6
PC,ArchLord Review,Terrible,2
X360,Tom Clancy's Rainbow Six Vegas Review,Superb,9
X360,Sonic the Hedgehog Review,Poor,4
PC,Devil May Cry 3: Special Edition Review,Good,7
PS2,The Grim Adventures of Billy & Mandy Review,Fair,6
XBOX,Thrillville Review,Good,7
PS2,Thrillville Review,Good,7
DS,Gunpey DS Review,Good,7
X360,Defender Review,Fair,6
DS,The Sims 2: Pets Review,Poor,4
PC,The Secret Files: Tunguska Review,Fair,6
PS3,Ridge Racer 7 Review,Great,8
PS3,Blast Factor Review,Fair,6
PS3,Untold Legends: Dark Kingdom Review,Fair,6
PS3,Madden NFL 07 Review,Good,7
PS2,NFL Street 3 Review,Fair,6
PS3,Mobile Suit Gundam: Crossfire Review,Bad,3
PS3,NHL 2K7 Review,Great,8
PC,Birth of America Review,Fair,6
X360,Viva Pinata Review,Great,8
PS3,Resistance: Fall of Man Review,Great,8
PS3,Call of Duty 3 Review,Great,8
X360,Dead or Alive Xtreme 2 Review,Mediocre,5
PC,Medieval 2: Total War Review,Great,8
PC,Evidence: The Last Ritual Review,Fair,6
PS2,WWE SmackDown! vs. RAW 2007 Review,Great,8
X360,WWE SmackDown! vs. RAW 2007 Review,Great,8
DS,Yoshi's Island DS Review,Superb,9
DS,Children of Mana Review,Mediocre,5
X360,Contra Review,Fair,6
DS,Need for Speed Carbon Review,Good,7
PS2,Star Trek: Encounters Review,Poor,4
PC,Stronghold Legends Review,Poor,4
DS,Star Trek: Tactical Assault Review,Fair,6
PC,Jaws Unleashed Review,Bad,3
X360,FIFA 07 Review,Great,8
PS3,Tony Hawk's Project 8 Review,Good,7
X360,Tony Hawk's Project 8 Review,Good,7
PS2,SOCOM: U.S. Navy Seals: Combined Assault Review,Great,8
X360,Call of Duty 3 Review,Great,8
PC,1701 A.D. Review,Good,7
DS,Elite Beat Agents Review,Great,8
DS,Contact Review,Fair,6
DS,Flushed Away Review,Fair,6
PC,Need for Speed Carbon Review,Good,7
PS2,Flushed Away Review,Poor,4
PC,Space Empires V Review,Fair,6
X360,Phantasy Star Universe Review,Fair,6
PC,ParaWorld Review,Fair,6
PC,NBA Live '07 Review,Mediocre,5
PC,El Matador Review,Mediocre,5
XBOX,Need for Speed Carbon Review,Good,7
PS2,Need for Speed Carbon Review,Good,7
PC,ProStroke Golf - World Tour 2007 Review,Mediocre,5
X360,Need for Speed Carbon Review,Good,7
PC,Neverwinter Nights 2 Review,Great,8
X360,F.E.A.R. Review,Great,8
DS,Magical Starsign Review,Good,7
DS,Nacho Libre Review,Mediocre,5
PS2,Final Fantasy XII Review,Superb,9
PS2,ATV Offroad Fury 4 Review,Great,8
PC,Marvel: Ultimate Alliance Review,Great,8
PC,Football Manager 2007 Review,Great,8
X360,Marvel: Ultimate Alliance Review,Great,8
DS,Tony Hawk's Downhill Jam Review,Fair,6
PS2,The Legend of Spyro: A New Beginning Review,Mediocre,5
XBOX,The Legend of Spyro: A New Beginning Review,Mediocre,5
DS,The Legend of Spyro: A New Beginning Review,Good,7
X360,Cars Review,Good,7
PC,Dark Messiah of Might and Magic Review,Fair,6
PS2,.hack//G.U. vol. 1//Rebirth Review,Fair,6
PC,F.E.A.R. Extraction Point Review,Good,7
PC,The Guild 2 Review,Fair,6
XBOX,Reservoir Dogs Review,Poor,4
PS2,Reservoir Dogs Review,Poor,4
PC,Reservoir Dogs Review,Poor,4
PC,Star Wars: Empire at War: Forces of Corruption Review,Great,8
PC,The Sims 2: Pets Review,Good,7
PS2,Justice League Heroes Review,Good,7
XBOX,Justice League Heroes Review,Good,7
XBOX,Family Guy Review,Fair,6
PS2,Family Guy Review,Fair,6
PC,Alliance: Future Combat Review,Terrible,2
PC,Championship Manager 2007 Review,Good,7
X360,Ultimate Mortal Kombat 3 Review,Great,8
PS2,Greg Hastings' Tournament Paintball Max'd Review,Good,7
PC,Age of Empires III: The WarChiefs Review,Good,7
X360,Tiger Woods PGA Tour 07 Review,Great,8
PS2,Bully Review,Great,8
DS,Nintendogs: Dalmatian and Friends Review,Great,8
PS2,Tokobot Plus: Mysteries of the Karakuri Review,Good,7
DS,Crash Boom Bang! Review,Poor,4
XBOX,Destroy All Humans! 2 Review,Good,7
PS2,Destroy All Humans! 2 Review,Good,7
X360,Lumines Live! Review,Fair,6
PC,Sid Meier's Railroads! Review,Great,8
PC,Tiger Woods PGA Tour 07 Review,Good,7
PS2,The Sims 2: Pets Review,Good,7
PC,Ford Bold Moves Street Racing Review,Bad,3
PS2,Ford Bold Moves Street Racing Review,Poor,4
XBOX,Ford Bold Moves Street Racing Review,Poor,4
PC,Pacific Storm Review,Mediocre,5
PC,Microsoft Flight Simulator X Review,Great,8
DS,FIFA 07 Review,Good,7
DS,Clubhouse Games Review,Great,8
PS2,Tiger Woods PGA Tour 07 Review,Good,7
XBOX,Tiger Woods PGA Tour 07 Review,Good,7
PC,Mage Knight Apocalypse Review,Poor,4
PC,NeverEnd Review,Bad,3
PC,Scarface: The World Is Yours Review,Fair,6
PC,FIFA 07 Review,Great,8
PS2,FIFA 07 Review,Great,8
XBOX,FIFA 07 Review,Great,8
DS,Bubble Bobble Revolution Review,Bad,3
DS,Rainbow Islands Revolution Review,Fair,6
XBOX,Scarface: The World Is Yours Review,Fair,6
PS2,Scarface: The World Is Yours Review,Fair,6
PS2,Tales of the Abyss Review,Good,7
PC,Defcon: Everybody Dies Review,Great,8
PS2,Mortal Kombat: Armageddon Review,Good,7
PC,"Warhammer 40,000: Dawn of War -- Winter Assault Review",Great,8
PS2,God Hand Review,Great,8
XBOX,Mortal Kombat: Armageddon Review,Good,7
PC,GTR 2 Review,Superb,9
PS2,The Fast and the Furious Review,Fair,6
PS2,NHL 2K7 Review,Good,7
PS2,AFL Premiership 2006 Review,Fair,6
PC,Caesar IV Review,Good,7
X360,World Series of Poker: Tournament of Champions Review,Fair,6
PS2,World Series of Poker: Tournament of Champions Review,Fair,6
X360,TotemBall Review,Mediocre,5
DS,Mage Knight: Destiny's Soldier Review,Mediocre,5
PS2,NBA 07 Review,Fair,6
XBOX,Brute Force Review,Good,7
X360,Import Tuner Challenge Review,Fair,6
PC,NHL: Eastside Hockey Manager 2007 Review,Great,8
PS2,Valkyrie Profile 2: Silmeria Review,Great,8
X360,NBA Live 07 Review,Fair,6
XBOX,NBA Live 07 Review,Good,7
PS2,NBA Live 07 Review,Good,7
PS2,Dance Dance Revolution SuperNOVA Review,Good,7
DS,Open Season Review,Good,7
X360,Open Season Review,Mediocre,5
PC,Open Season Review,Mediocre,5
PS2,Open Season Review,Mediocre,5
XBOX,Open Season Review,Mediocre,5
PC,Word Mojo Review,Fair,6
PC,Wonderland Review,Fair,6
PC,Wheel of Fortune Deluxe review,Fair,6
PC,Tumble Bugs Review,Good,7
PC,Trivia Machine Review,Good,7
PC,Tennis Titans Review,Fair,6
PC,Slyder Adventures review,Great,8
PC,Shapo Gold Review,Fair,6
PC,Shape Shifter Review,Good,7
PC,Shape Solitaire Review,Mediocre,5
PC,Ruckus Buck's Dangerous Mines review,Fair,6
PC,Pipeline Review,Good,7
PC,Zam BeeZee Review,Great,8
PC,Upwords Deluxe Review,Good,7
PC,Panda Craze Review,Good,7
PC,Pacific Heroes Review,Mediocre,5
PC,Maui Wowee Review,Fair,6
PC,Mah Jong Tiles Deluxe Review,Mediocre,5
XBOX,NBA 2K7 Review,Good,7
PS2,NBA 2K7 Review,Good,7
PC,Mah Jong Quest Review,Good,7
PC,Mah Jong Medley Review,Fair,6
PC,Tradewinds 2 Review,Good,7
PC,Luxor Review,Good,7
PC,Spin & Win Review,Poor,4
PC,Slingo Review,Mediocre,5
PC,Scrabble Rack Attack Deluxe Review,Mediocre,5
PC,Scrabble Deluxe Review,Good,7
PC,Scrabble Blast Deluxe Review,Mediocre,5
PC,Links Course Challenge: Chateau Whistler Review,Fair,6
PC,Jigsaw 365 Review,Mediocre,5
PC,Saints and Sinners Bingo Review,Great,8
PC,Jigs@w Puzzle Platinum Edition Review,Mediocre,5
PC,Jewel Quest Review,Fair,6
PC,Jeopardy! Deluxe Review,Fair,6
PC,Inspector Parker Review,Great,8
PC,Insaniquarium Deluxe Review,Fair,6
PC,Hexic Deluxe Review,Fair,6
PC,Heavy Weapon Deluxe Review,Fair,6
PC,Gold Miner Joe Review,Fair,6
PC,Flip Words Review,Good,7
PC,Fiber Twig Review,Fair,6
PC,Feeding Frenzy Review,Fair,6
PC,Fate: The Carnivale Game Review,Fair,6
PC,Dino and Aliens Review,Fair,6
PC,Charm Tale Review,Good,7
PC,Pizza Frenzy Review,Good,7
PC,Pixelus Review,Fair,6
PC,Oasis Review,Great,8
PC,Mortimer and the Enchanted Castle Review,Fair,6
PC,Mega Flexicon Review,Good,7
PC,Infinite Crosswords Review,Fair,6
PC,Diner Dash Review,Superb,9
PC,Cubis Gold 2 Review,Good,7
PC,Chainz Review,Fair,6
PC,Combo Chaos Review,Mediocre,5
PC,Cosmic Bugs Review,Poor,4
PC,Chuzzle Review,Good,7
PC,Chicken Invaders: The Next Wave Review,Mediocre,5
PC,Bespelled Review,Fair,6
PC,Catan Review,Good,7
PC,Alien Sky Review,Fair,6
PC,Two Feet Texas Hold 'Em Review,Mediocre,5
PC,Tik's Texas Hold 'Em Review,Good,7
PC,Rocketbowl Review,Good,7
PC,Magic Ball 2 Review,Good,7
PC,Hardwood Solitaire Deluxe Review,Good,7
PC,Hamsterball Review,Good,7
PC,Gutterball 2 Review,Fair,6
PC,Gold Fever Review,Fair,6
PC,Big Kahuna Reef Review,Great,8
PC,Bankshot Billiards Review,Great,8
PC,Atomaders Review,Mediocre,5
PC,Bricks of Egypt Review,Fair,6
PC,BreakQuest Review,Great,8
PC,Bookworm Deluxe Review,Good,7
PC,Betty's Beer Bar Review,Good,7
PC,BeTrapped! Review,Good,7
PC,AstroPop Review,Good,7
PC,Atlantis Review,Good,7
PC,Ballistik Review,Good,7
PC,Bejeweled Deluxe Review,Fair,6
X360,LMA Manager 2007 Review,Good,7
X360,NBA 2K7 Review,Great,8
DS,Harvest Moon DS Review,Mediocre,5
DS,Mario vs. Donkey Kong 2: March of the Minis Review,Great,8
PS2,Rule of Rose Review,Fair,6
PC,Joint Task Force Review,Fair,6
DS,MechAssault: Phantom War Review,Good,7
PC,Faces of War Review,Fair,6
PC,Just Cause Review,Good,7
XBOX,Just Cause Review,Good,7
PS2,Just Cause Review,Fair,6
X360,Just Cause Review,Good,7
PC,Astroblasters Review,Good,7
PC,Alchemy Review,Fair,6
PC,5 Spot II Review,Good,7
PC,Alien Shooter Review,Fair,6
PC,Adventure Inlay Review,Fair,6
X360,Samurai Warriors 2 Review,Mediocre,5
PS2,Samurai Warriors 2 Review,Fair,6
DS,Pokémon Mystery Dungeon: Blue Rescue Team Review,Mediocre,5
DS,Dragon Quest Heroes: Rocket Slime Review,Good,7
XBOX,ProStroke Golf - World Tour 2007 Review,Mediocre,5
DS,Cooking Mama Review,Fair,6
PS2,Okami Review,Superb,9
X360,The Godfather Review,Good,7
PC,World Racing 2 Review,Poor,4
PC,Ankh Review,Good,7
PS2,The King of Fighters 2006 Review,Good,7
XBOX,Spy Hunter: Nowhere to Run Review,Mediocre,5
PS2,Spy Hunter: Nowhere to Run Review,Mediocre,5
PC,NHL 07 Review,Good,7
PS2,NHL 07 Review,Good,7
XBOX,NHL 07 Review,Good,7
DS,LEGO Star Wars II: The Original Trilogy Review,Good,7
X360,NHL 07 Review,Great,8
PC,American McGee Presents Bad Day LA Review,Bad,3
X360,Scramble Review,Fair,6
X360,NHL 2K7 Review,Great,8
XBOX,NHL 2K7 Review,Good,7
PC,First Battalion Review,Fair,6
DS,Mario Hoops 3 on 3 Review,Good,7
DS,Mega Man ZX Review,Good,7
PC,Company of Heroes Review,Superb,9
X360,Lego Star Wars II Review,Good,7
PS2,Lego Star Wars II Review,Good,7
XBOX,Lego Star Wars II Review,Good,7
PC,Lego Star Wars II Review,Good,7
PS2,Dance Factory Review,Poor,4
X360,Xbox Live Arcade Unplugged Volume 1 Review,Good,7
PS2,NASCAR 07 Review,Good,7
XBOX,NASCAR 07 Review,Good,7
PC,Big Oil: Build an Oil Empire Review,Bad,3
PS2,Disgaea 2: Cursed Memories Review,Great,8
PC,Perimeter: Emperor's Testament Review,Good,7
PS2,Yakuza Review,Good,7
X360,Bomberman: Act Zero Review,Terrible,2
PS2,One Piece Grand Adventure Review,Mediocre,5
PS2,Pac-Man World Rally Review,Mediocre,5
DS,Freedom Wings Review,Fair,6
XBOX,World Racing 2 Review,Poor,4
X360,Enchanted Arms Review,Good,7
PS2,Xenosaga Episode III: Also Sprach Zarathustra Review,Great,8
X360,Time Pilot Review,Good,7
X360,Saints Row Review,Great,8
PC,Sword of the Stars Review,Good,7
PC,Barrow Hill: Curse of the Ancient Circle Review,Terrible,2
X360,Texas Hold 'Em Review,Fair,6
PC,Safecracker: The Ultimate Puzzle Adventure Review,Fair,6
X360,Madden NFL 07 Review,Good,7
PS2,Madden NFL 07 Review,Great,8
XBOX,Madden NFL 07 Review,Great,8
XBOX,Xyanide Review,Good,7
PS2,Pirates: Legend of the Black Buccaneer Review,Bad,3
DS,Deep Labyrinth Review,Fair,6
PC,Act of War: High Treason Review,Great,8
PS2,Dirge of Cerberus: Final Fantasy VII Review,Fair,6
PC,DarkStar One Review,Great,8
X360,Ninety-Nine Nights Review,Mediocre,5
PC,FlatOut 2 Review,Good,7
PC,World War II Combat: Iwo Jima Review,Terrible,2
XBOX,World War II Combat: Iwo Jima Review,Terrible,2
X360,Pac-Man Review,Fair,6
PS2,Super Monkey Ball Adventure Review,Mediocre,5
PS2,Barnyard Review,Good,7
PC,Barnyard Review,Good,7
X360,Dead Rising Review,Great,8
PC,Dungeon Siege II: Broken World Review,Fair,6
PS2,Sprint Cars: Road to Knoxville Review,Mediocre,5
X360,Street Fighter II' Hyper Fighting Review,Fair,6
XBOX,FlatOut 2 Review,Good,7
PS2,FlatOut 2 Review,Good,7
PS2,The Ant Bully Review,Poor,4
PC,The Ant Bully Review,Poor,4
XBOX,AMF Xtreme Bowling Review,Poor,4
PC,The Secrets of Da Vinci: The Forbidden Manuscript Review,Fair,6
XBOX,Painkiller: Hell Wars Review,Good,7
PC,CivCity: Rome Review,Fair,6
XBOX,Warpath Review,Mediocre,5
PC,Warpath Review,Mediocre,5
X360,Galaga Review,Fair,6
PC,Terrawars: New York Invasion Review,Terrible,2
PC,Outlaw Chopper Review,Terrible,2
PC,The Ship Review,Great,8
PC,Civilization IV: Warlords Review,Great,8
PS2,Monster House Review,Poor,4
DS,Monster House Review,Good,7
PC,Moscow to Berlin: Red Siege Review,Poor,4
PS2,Super Dragon Ball Z Review,Good,7
X360,Cloning Clyde Review,Good,7
X360,NCAA Football 07 Review,Great,8
PS2,NCAA Football 07 Review,Great,8
XBOX,NCAA Football 07 Review,Great,8
DS,Pirates of the Caribbean: Dead Man's Chest Review,Mediocre,5
PC,IHRA Drag Racing: Sportsman Edition Review,Bad,3
PS2,World Soccer Winning Eleven 9 Review,Superb,9
PS2,Ruff Trigger: Vanocore Conspiracy Review,Fair,6
PC,Cossacks II: Battle for Europe Review,Fair,6
PC,Micro Machines V4 Review,Mediocre,5
X360,Chromehounds Review,Good,7
X360,Frogger Review,Fair,6
PC,Glory of the Roman Empire Review,Mediocre,5
XBOX,IHRA Drag Racing Sportsman Edition Review,Bad,3
PS2,IHRA Drag Racing Sportsman Edition Review,Bad,3
X360,Prey Review,Good,7
PC,Prey Review,Good,7
PC,Night Watch Review,Mediocre,5
X360,"The Lord of the Rings, The Battle for Middle-earth II Review",Great,8
PS2,Naruto: Ultimate Ninja Review,Good,7
PC,International Cricket Captain 2006 Review,Fair,6
PC,Hard Truck: Apocalypse Review,Poor,4
X360,Over G Fighters Review,Mediocre,5
PS2,Pirates of the Caribbean: The Legend of Jack Sparrow Review,Fair,6
PC,Pirates of the Caribbean: The Legend of Jack Sparrow Review,Fair,6
PS2,AMF Xtreme Bowling Review,Poor,4
PS2,Micro Machines V4 Review,Mediocre,5
PC,Titan Quest Review,Good,7
PS2,Armored Core: Last Raven Review,Mediocre,5
DS,Break 'Em All Review,Fair,6
DS,Sudoku Gridmaster Review,Fair,6
XBOX,Crusty Demons Review,Poor,4
PC,Rome: Total War Alexander Review,Great,8
PC,Soldier Elite Review,Poor,4
PC,NFL Head Coach Review,Good,7
PS2,Armored Core: Nine Breaker Review,Fair,6
PS2,NFL Head Coach Review,Good,7
XBOX,NFL Head Coach Review,Good,7
X360,MotoGP 06 Review,Great,8
PS2,MotoGP 4 Review,Good,7
DS,Point Blank DS Review,Good,7
PC,Freedom Force vs. The Third Reich Review,Great,8
PS2,Urban Chaos: Riot Response Review,Good,7
XBOX,Urban Chaos: Riot Response Review,Good,7
PS2,Gallop Racer 2006 Review,Mediocre,5
PS2,MLB SlugFest 2006 Review,Mediocre,5
XBOX,MLB SlugFest 2006 Review,Mediocre,5
PC,Sensible Soccer 2006 Review,Good,7
DS,Cars Review,Fair,6
PC,Rise & Fall: Civilizations at War Review,Fair,6
PS2,Street Fighter Alpha Anthology Review,Good,7
PS2,And 1 Streetball Review,Poor,4
XBOX,And 1 Streetball Review,Poor,4
DS,Dino Master Review,Terrible,2
PS2,Grand Theft Auto: Liberty City Stories Review,Good,7
PC,The Movies: Stunts & Effects Review,Good,7
DS,2006 FIFA World Cup Review,Good,7
PC,Rush for Berlin Review,Good,7
PS2,Teen Titans Review,Fair,6
DS,Big Brain Academy Review,Good,7
PC,Daemonica Review,Poor,4
DS,Magnetica Review,Good,7
DS,Over the Hedge Review,Mediocre,5
XBOX,Stacked with Daniel Negreanu Review,Good,7
PS2,Stacked with Daniel Negreanu Review,Good,7
PC,Stacked with Daniel Negreanu Review,Good,7
PC,City Life Review,Good,7
PC,Emergency 3 Review,Mediocre,5
PC,Half-Life 2: Episode One Review,Great,8
DS,X-Men: The Official Game Review,Poor,4
PC,Ricochet Lost Worlds Recharged Review,Great,8
PC,SpongeBob Squarepants Collapse Review,Mediocre,5
PC,Super Text Twist Review,Good,7
PC,Wik & the Fable of Souls Review,Superb,9
PC,Zzed Review,Mediocre,5
PC,Zuma Deluxe Review,Great,8
PC,Airstrike II: Gulf Thunder Review,Great,8
X360,Hitman: Blood Money Review,Great,8
XBOX,Hitman: Blood Money Review,Great,8
PS2,Hitman: Blood Money Review,Great,8
PC,Hitman: Blood Money Review,Great,8
PS2,Jaws Unleashed Review,Bad,3
XBOX,Jaws Unleashed Review,Bad,3
XBOX,Rogue Trooper Review,Fair,6
PS2,Rogue Trooper Review,Fair,6
PC,Rogue Trooper Review,Fair,6
PC,Desperados 2: Cooper's Revenge Review,Fair,6
X360,Rockstar Games Presents Table Tennis Review,Great,8
PS2,Steambot Chronicles Review,Good,7
PS2,X-Men: The Official Game Review,Mediocre,5
XBOX,X-Men: The Official Game Review,Mediocre,5
X360,X-Men: The Official Game Review,Mediocre,5
PC,Heroes of Might and Magic V Review,Great,8
PS2,The Hustle: Detroit Streets Review,Poor,4
XBOX,The Hustle: Detroit Streets Review,Poor,4
PC,The Da Vinci Code Review,Fair,6
XBOX,The Da Vinci Code Review,Fair,6
PS2,The Da Vinci Code Review,Fair,6
XBOX,Army Men: Major Malfunction Review,Bad,3
PC,SpellForce 2: Shadow Wars Review,Great,8
PC,X-Men: The Official Game Review,Mediocre,5
PC,Over the Hedge Review,Mediocre,5
PS2,Over the Hedge Review,Mediocre,5
XBOX,Over the Hedge Review,Mediocre,5
PC,2006 FIFA World Cup Review,Great,8
PC,Paradise Review,Mediocre,5
PC,SiN Episodes: Emergence Review,Good,7
XBOX,Championship Bowling Review,Mediocre,5
DS,Blades of Thunder II Review,Bad,3
DS,Top Gun Review,Bad,3
PS,40 Winks Review,Poor,4
PS,Colony Wars: Red Sun Review,Good,7
PS,Expendable (PS) Review,Fair,6
PS,Grind Session Review,Superb,9
PS,Spec Ops: Stealth Patrol Review,Poor,4
PC,Lemmings Revolution Review,Good,7
PC,The New York Times Crossword Puzzles - Review,Fair,6
PS,Mr. Driller Review,Fair,6
PC,Hot Wheels Micro Racers Review,Fair,6
PC,Martian Gothic: Unification Review,Mediocre,5
PC,Flying Heroes Review,Good,7
PC,Motocross Madness 2 Review,Great,8
PC,Who Wants to Be a Millionaire 2nd Edition Review,Fair,6
PS,Runabout 2 Review,Mediocre,5
PC,SimCity 3000 Unlimited Review,Good,7
PS,Grudge Warriors Review,Mediocre,5
PS2,Sky Surfer Import Review,Bad,3
PS2,All Star Pro-Wrestling Import Review,Poor,4
PS,NGEN Racing Review,Good,7
PS,Rhapsody: A Musical Adventure Review,Mediocre,5
PS,Striker Pro 2000 Review,Fair,6
PC,Ultima Online: Renaissance Review,Good,7
PC,BreakNeck Review,Fair,6
PC,Dracula Resurrection Review,Fair,6
PC,Star Trek: Klingon Academy Review,Fair,6
PC,Metal Fatigue Review,Fair,6
PS,Mortal Kombat Special Forces Review,Terrible,2
PS,Pro Pinball: Big Race USA Review,Fair,6
PC,Dogs of War Review,Mediocre,5
PC,Warlords Battlecry Review,Great,8
PC,Heavy Metal: F.A.K.K. 2 Review,Fair,6
PC,Dark Reign 2 Review,Great,8
PS,Ball Breakers Review,Mediocre,5
PS,Sno-Cross Championship Racing Review,Good,7
PS,NCAA Football 2001 Review,Good,7
PC,The Sims: Livin' Large Review,Great,8
PS,Jeremy McGrath Supercross 2000 Review,Poor,4
PS,Madden NFL 2001 Review,Superb,9
PS,Star Trek: Invasion Review,Mediocre,5
PS,Vanguard Bandits Review,Fair,6
PS,Polaris SnoCross Review,Mediocre,5
PS,ECW Anarchy Rulz Review,Mediocre,5
PS,Sydney 2000 Review,Mediocre,5
PS,ATV: Quad Power Racing Review,Poor,4
PC,Grand Prix 3 Review,Great,8
PS,NFL GameDay 2001 Review,Good,7
PS,Surf Riders Review,Fair,6
PC,Microsoft Golf 2001 Edition Review,Good,7
PS,Peter Jacobsen's Golden Tee Golf Review,Terrible,2
PS,Blaster Master: Blasting Again Review,Good,7
PS,Countdown Vampires Review,Bad,3
PS,Dave Mirra Freestyle BMX Review,Fair,6
PC,Madden NFL 2001 Review,Good,7
PC,Rally Masters: Michelin Race of Champions Review,Good,7
PS,The Flintstones Bedrock Bowling Review,Terrible,2
PC,Sydney 2000 Review,Poor,4
PS,Disney's Dinosaur Review,Poor,4
PS,NFL Blitz 2001 Review,Good,7
PS,NCAA GameBreaker 2001 Review,Great,8
PC,Homeworld: Cataclysm Review,Great,8
PC,Star Trek: New Worlds Review,Poor,4
PC,NASCAR Heat Review,Good,7
PC,Star Trek: Voyager Elite Force Review,Great,8
PS,MTV Skateboarding Review,Terrible,2
PC,MTV Sports: Skateboarding Review,Mediocre,5
PS,Ms. Pac-Man Maze Madness Review,Fair,6
PC,Maximum Pool Review,Fair,6
PS,Bomberman Party Edition Review,Good,7
PC,Reach for the Stars Review,Fair,6
PC,Who Wants to Beat Up a Millionaire Review,Mediocre,5
PC,Radio Control Racers Deluxe: Traxxas Edition Review,Good,7
PS,Tyco RC Assault with a Battery Review,Fair,6
PC,The Dukes of Hazzard: Racing for Home Review,Poor,4
PS,Muppet Race Mania Review,Mediocre,5
PS,Spin Jam Review,Fair,6
PS,NHL 2001 Review,Great,8
PC,Wizards & Warriors Review,Good,7
PS,Destruction Derby Raw Review,Good,7
PS,RPG Maker Review,Fair,6
PC,Blair Witch Volume 1: Rustin Parr Review,Good,7
PC,Midtown Madness 2 Review,Great,8
PS,World Destruction League: Thunder Tanks Review,Terrible,2
PS,"Army Men World War: Land, Sea, Air Review",Fair,6
PC,Panzer General III: Scorched Earth Review,Mediocre,5
PC,Professional Bull Rider 2 Review,Fair,6
PS2,G-Saviour (Import) Review,Mediocre,5
PC,Close Combat: Invasion Normandy Review,Good,7
PS,MTV Sports: Pure Ride Review,Good,7
PS2,Madden NFL 2001 Review,Superb,9
PS,Mega Man Legends 2 Review,Great,8
PS,Rollcage Stage II Review,Good,7
PC,Death Track Racing Review,Good,7
PC,Tony Hawk's Pro Skater 2 Review,Great,8
PS2,X-Squad Review,Mediocre,5
PC,The Devil Inside Review,Fair,6
PS,Breakout Review,Poor,4
PS2,ESPN X-Games Snowboarding Review,Fair,6
PS,Frogger 2: Swampy's Revenge Review,Good,7
PS,Galaga: Destination Earth Review,Poor,4
PS,Mike Tyson's Boxing Review,Bad,3
PS,Driver 2 Review,Great,8
PC,4x4 Evolution Review,Great,8
PS,NBA Live 2001 Review,Great,8
PC,Escape from Monkey Island Review,Great,8
PC,Tiger Woods PGA Tour 2001 Review,Good,7
PC,Rune Review,Fair,6
PS2,Silent Scope Review,Poor,4
PS2,Ready 2 Rumble Boxing: Round 2 Review,Great,8
PS,Crash Bash Review,Fair,6
PC,Links 2001 Review,Great,8
PS2,NASCAR 2001 Review,Good,7
PS,Knockout Kings 2001 Review,Great,8
PS2,Smuggler's Run Review,Great,8
PS,Army Men: Air Attack 2 Review,Good,7
PS2,ESPN The Games: International Track & Field Review,Great,8
PC,Zeus: Master of Olympus Review,Great,8
PS,F1 Championship Season 2000 Review,Great,8
PS,Cool Boarders 2001 Review,Bad,3
PC,Starship Troopers Review,Mediocre,5
PC,Pac-Man: Adventures in Time Review,Good,7
PC,Delta Force: Land Warrior Review,Good,7
PS2,NFL GameDay 2001 Review,Mediocre,5
PS,WCW Backstage Assault Review,Mediocre,5
PS,NBA ShootOut 2001 Review,Fair,6
PS,Looney Tunes Racing Review,Fair,6
PS,McGrath vs. Pastrana Freestyle Motocross Review,Bad,3
PC,Dirt Track Racing: Sprint Cars Review,Good,7
PC,Heroes Chronicles: Warlords of the Wasteland Review,Fair,6
PC,Blair Witch Volume 2: The Legend of Coffin Rock Review,Fair,6
PC,Heroes Chronicles: Conquest of the Underworld Review,Fair,6
PS,You Don't Know Jack: Mock 2 Review,Good,7
PC,Deep Raider Review,Bad,3
PC,Dino Crisis Review,Mediocre,5
PC,Fur Fighters Review,Fair,6
PC,Giants: Citizen Kabuto Review,Superb,9
PS2,Gradius III & IV Review,Fair,6
PS,FoxKids.com Micro Maniacs Racing Review,Good,7
PS,Sheep Review,Good,7
PS,Ultimate Fighting Championship Review,Terrible,2
PS,HBO Boxing Review,Terrible,2
PC,Battle Isle: The Andosia War Review,Fair,6
PC,Call to Power II Review,Good,7
PC,Sea Dogs Review,Good,7
PS,Tiger Woods PGA Tour Golf Review,Mediocre,5
PS,Blade Review,Poor,4
PC,Virtual Pool 3 Review,Great,8
PS,102 Dalmatians Puppies To The Rescue Review,Mediocre,5
PC,MechWarrior 4: Vengeance Review,Great,8
PS,Ready 2 Rumble: Round 2 (PS) Review,Good,7
PS,Star Wars Demolition Review,Fair,6
PC,Championship Surfer Review,Mediocre,5
PS,Championship Surfer Review,Good,7
PS,Power Spike Pro Beach Volleyball Review,Poor,4
PS2,NCAA GameBreaker 2001 Review,Mediocre,5
PC,F1 Championship Season 2000 Review,Great,8
PS2,F1 Championship Season 2000 Review,Good,7
PC,Starfleet Command Volume II: Empires at War Review,Good,7
PS,Chicken Run Review,Mediocre,5
PS,Army Men: Sarge's Heroes 2 Review,Bad,3
PS,Muppet Monster Adventure Review,Good,7
PS2,Wild Wild Racing Review,Fair,6
PC,Timeline Review,Poor,4
PS,Tomb Raider Chronicles Review,Good,7
