Console,GameName,Review,Score
X360,Final Fight: Double Impact Review,Good,7
PS3,Final Fight: Double Impact Review,Good,7
PC,Grand Theft Auto IV: Episodes from Liberty City Review,Great,8
PC,Majesty 2: Kingmaker Review,Fair,6
PC,Lead and Gold: Gangs of the Wild West Review,Good,7
DS,Pokemon HeartGold Review,Great,8
DS,Pokemon SoulSilver Review,Great,8
PC,Prison Break: The Conspiracy Review,Terrible,2
PS3,Prison Break: The Conspiracy Review,Terrible,2
PS3,Grand Theft Auto IV: Episodes from Liberty City Review,Superb,9
X360,Tom Clancy's Splinter Cell: Conviction Review,Great,8
X360,Prison Break: The Conspiracy Review,Terrible,2
DS,Alice in Wonderland Review,Great,8
PC,Mass Effect 2: Kasumi - Stolen Memory Review,Fair,6
X360,Mass Effect 2: Kasumi - Stolen Memory Review,Fair,6
DS,Shin Megami Tensei: Strange Journey Review,Fair,6
PS3,Mega Man 10 Review,Great,8
PC,The Settlers 7: Paths to a Kingdom Review,Good,7
PC,Shatter Review,Great,8
X360,Mega Man 10 Review,Great,8
PS3,Section 8 Review,Good,7
PS3,Resonance of Fate Review,Great,8
X360,Resonance of Fate Review,Great,8
PC,Global Agenda Review,Mediocre,5
PS3,MotoGP 09/10 Review,Good,7
X360,MotoGP 09/10 Review,Good,7
DS,WarioWare DIY Review,Great,8
PC,Major League Baseball 2K10 Review,Mediocre,5
PS3,Last Rebellion Review,Bad,3
PS3,Just Cause 2 Review,Great,8
X360,Just Cause 2 Review,Great,8
PC,Just Cause 2 Review,Great,8
PS3,Blue Toad Murder Files: The Mysteries of Little Riddle - Episode Three Review,Good,7
X360,Supreme Commander 2 Review,Good,7
PC,Silent Hunter 5: Battle of the Atlantic Review,Mediocre,5
PC,Metro 2033 Review,Great,8
DS,Infinite Space Review,Fair,6
X360,Metro 2033 Review,Good,7
X360,Perfect Dark Review,Good,7
PC,Dragon Age: Origins - Awakening Review,Great,8
PC,"Warhammer 40,000: Dawn of War II - Chaos Rising Review",Great,8
X360,Scrap Metal Review,Fair,6
PC,Command & Conquer 4: Tiberian Twilight Review,Good,7
X360,Dynasty Warriors: Strikeforce Review,Fair,6
PS3,Dynasty Warriors: Strikeforce Review,Fair,6
PS3,Yakuza 3 Review,Great,8
DS,Bejeweled Twist Review,Good,7
PS3,MLB 10: The Show Review,Great,8
X360,Toy Soldiers Review,Great,8
PC,Dawn of Discovery: Venice Review,Good,7
PC,Assassin's Creed II Review,Great,8
X360,Greed Corp Review,Great,8
PS3,Greed Corp Review,Great,8
PS3,God of War III Review,Superb,9
PS3,Final Fantasy XIII Review,Great,8
X360,Final Fantasy XIII Review,Great,8
X360,Major League Baseball 2K10 Review,Good,7
PS3,Major League Baseball 2K10 Review,Good,7
PS3,Battlefield: Bad Company 2 Review,Superb,9
X360,Battlefield: Bad Company 2 Review,Superb,9
X360,Lazy Raiders Review,Good,7
X360,Resident Evil 5: Lost in Nightmares Review,Great,8
X360,Risen Review,Fair,6
X360,Assassin's Creed II: The Bonfires of the Vanities Review,Good,7
PC,Napoleon: Total War Review,Great,8
PC,Supreme Commander 2 Review,Great,8
DS,Sonic & Sega All-Stars Racing Review,Great,8
X360,World of Outlaws: Sprint Cars Review,Fair,6
X360,Borderlands: The Secret Armory of General Knoxx Review,Superb,9
PS3,Star Ocean: The Last Hope International Review,Good,7
X360,Tropico 3 Review,Fair,6
PS3,Sonic & Sega All-Stars Racing Review,Great,8
X360,Sonic & Sega All-Stars Racing with Banjo-Kazooie Review,Great,8
PS3,Star Wars: The Force Unleashed Hoth Mission Pack Review,Poor,4
PS3,Heavy Rain Review,Great,8
X360,Dark Void: Survivor Missions Review,Good,7
PS3,Dark Void: Survivor Missions Review,Good,7
PC,Aliens vs. Predator Review,Mediocre,5
X360,The Misadventures of P.B. Winterbottom Review,Good,7
X360,Darwinia+ Review,Great,8
PC,Star Trek Online Review,Mediocre,5
DS,Ace Attorney Investigations: Miles Edgeworth Review,Great,8
X360,Assassin's Creed II: Battle of Forli Review,Mediocre,5
X360,Aliens vs. Predator Review,Mediocre,5
PS3,Aliens vs. Predator Review,Mediocre,5
PS3,Fret Nice Review,Mediocre,5
PS3,Tank Battles Review,Mediocre,5
PS3,BioShock 2 Review,Great,8
X360,BioShock 2 Review,Great,8
PS3,Dante's Inferno Review,Fair,6
X360,Dante's Inferno Review,Fair,6
X360,Chime Review,Great,8
PC,Hotel Giant 2 Review,Fair,6
PS3,White Knight Chronicles Review,Fair,6
PS3,MAG Review,Great,8
PC,S.T.A.L.K.E.R.: Call of Pripyat Review,Great,8
DS,Glory of Heracles Review,Fair,6
X360,Blood Bowl Review,Mediocre,5
PS3,Vandal Hearts: Flames of Judgment Review,Fair,6
X360,Vandal Hearts: Flames of Judgment Review,Fair,6
X360,Death By Cube Review,Poor,4
X360,Mass Effect 2 Review,Superb,9
PC,Mass Effect 2 Review,Superb,9
DS,Dark Void Zero Review,Great,8
DS,Sands of Destruction Review,Mediocre,5
PC,Dark Void Review,Fair,6
X360,Dark Void Review,Fair,6
X360,Serious Sam HD: The First Encounter Review,Good,7
PS3,Puzzlegeddon Review,Mediocre,5
X360,Vancouver 2010 - The Official Video Game of the Olympic Winter Games Review,Mediocre,5
PS3,Vancouver 2010 - The Official Video Game of the Olympic Winter Games Review,Mediocre,5
X360,Army of Two: The 40th Day Review,Good,7
PS3,Army of Two: The 40th Day Review,Good,7
X360,0 Day Attack on Earth Review,Poor,4
PC,Twin Sector Review,Poor,4
DS,Maestro! Jump in Music Review,Good,7
PS3,Matt Hazard: Blood Bath and Beyond Review,Fair,6
X360,Qix++ Review,Poor,4
PC,Divinity II: Ego Draconis Review,Fair,6
X360,Matt Hazard: Blood Bath and Beyond Review,Fair,6
DS,Might & Magic: Clash of Heroes Review,Great,8
X360,Borderlands: Mad Moxxi's Underdome Riot Review,Fair,6
PS3,Blue Toad Murder Files: The Mystery of Little Riddle Episode Two Review,Fair,6
PS3,Blue Toad Murder Files: The Mystery of Little Riddle Episode One Review,Fair,6
PS3,Darksiders Review,Great,8
X360,Darksiders Review,Great,8
DS,Phantasy Star Zero Review,Fair,6
X360,Puzzlegeddon Review,Mediocre,5
X360,Bayonetta Review,Superb,9
PS3,Bayonetta Review,Great,8
PC,King's Bounty: Armored Princess Review,Great,8
PC,Fallen Earth: Welcome to Apocalypse Review,Fair,6
PC,Europa Universalis III: Heir to the Throne Review,Great,8
X360,Alien Breed Evolution Review,Fair,6
PC,Tales of Monkey Island Review,Great,8
PS3,Revenge of the Wounded Dragons Review,Good,7
DS,Fighting Fantasy: The Warlock of Firetop Mountain Review,Bad,3
PS3,Star Trek: D-A-C Review,Mediocre,5
PC,Star Trek: D-A-C Review,Mediocre,5
PC,DiRT 2 Review,Superb,9
PC,Aion Review,Fair,6
X360,Rogue Warrior Review,Terrible,2
DS,The Legend of Zelda: Spirit Tracks Review,Great,8
X360,MX vs. ATV Reflex Review,Good,7
PS3,MX vs. ATV Reflex Review,Fair,6
X360,Planet 51 Review,Good,7
X360,Scene-It? Bright Lights! Big Screen! Review,Fair,6
DS,Atelier Annie: Alchemists of Sera Island Review,Good,7
X360,The Saboteur Review,Good,7
PS3,The Saboteur Review,Good,7
PS3,Madden NFL Arcade Review,Mediocre,5
X360,Madden NFL Arcade Review,Mediocre,5
PS3,Borderlands: The Zombie Island of Dr. Ned Review,Great,8
PC,Serious Sam HD: The First Encounter Review,Mediocre,5
PC,For the Glory Review,Good,7
PS3,Tony Hawk Ride Review,Bad,3
PC,Rogue Warrior Review,Terrible,2
PC,James Cameron's Avatar: The Game Review,Mediocre,5
DS,A Witch's Tale Review,Poor,4
X360,WWE Smackdown vs. Raw 2010 Review,Good,7
PC,King Arthur - The Role-playing Wargame Review,Good,7
PS3,James Cameron's Avatar: The Game Review,Mediocre,5
X360,James Cameron's Avatar: The Game Review,Mediocre,5
PC,The Sims 3 World Adventures Review,Great,8
X360,NBA Unrivaled Review,Terrible,2
PS3,Way of the Samurai 3 Review,Mediocre,5
X360,Borderlands: The Zombie Island of Dr. Ned Review,Great,8
X360,Lego Indiana Jones 2 Review,Great,8
X360,Gyromancer Review,Good,7
X360,Dragon Ball: Raging Blast Review,Fair,6
PS3,Dragon Ball: Raging Blast Review,Fair,6
DS,Need for Speed: Nitro Review,Good,7
X360,Tony Hawk Ride Review,Bad,3
DS,Assassin's Creed II: Discovery Review,Good,7
PC,Ninja Blade Review,Good,7
PC,Football Manager 2010 Review,Great,8
PC,WorldShift Review,Fair,6
PS3,NCAA Basketball 10 Review,Good,7
X360,NCAA Basketball 10 Review,Good,7
X360,Left 4 Dead 2 Review,Superb,9
PC,Left 4 Dead 2 Review,Superb,9
X360,Assassin's Creed II Review,Superb,9
DS,Star Wars Battlefront: Elite Squadron Review,Mediocre,5
PS3,Braid Review,Superb,9
X360,Rainbow Islands Towering Adventure Review,Fair,6
DS,Wizard of Oz: Beyond the Yellow Brick Road Review,Mediocre,5
PC,Call of Duty: Modern Warfare 2 Review,Great,8
X360,Call of Duty: Modern Warfare 2 Review,Superb,9
PS3,Call of Duty: Modern Warfare 2 Review,Superb,9
PC,Shattered Horizon Review,Good,7
PC,Machinarium Review,Great,8
DS,Space Invaders Extreme 2 Review,Good,7
PS3,DJ Hero Review,Great,8
PC,Star Wars The Force Unleashed: Ultimate Sith Edition Review,Mediocre,5
X360,Lego Rock Band Review,Good,7
X360,Band Hero Review,Great,8
PS3,Band Hero Review,Great,8
PS3,Lego Rock Band Review,Good,7
X360,Fairytale Fights Review,Bad,3
PS3,Fairytale Fights Review,Bad,3
PC,Dragon Age: Origins Review,Superb,9
PS3,Dragon Age: Origins Review,Superb,9
X360,Dragon Age: Origins Review,Great,8
X360,Magna Carta 2 Review,Fair,6
PS3,EyePet Review,Fair,6
X360,Grand Theft Auto: Episodes from Liberty City Review,Superb,9
DS,Nostalgia Review,Fair,6
PC,Borderlands Review,Great,8
PC,Painkiller: Resurrection Review,Bad,3
PC,Torchlight Review,Great,8
X360,DJ Hero Review,Great,8
DS,Naruto Shippuden: Ninja Destiny 2 Review,Mediocre,5
X360,Tekken 6 Review,Great,8
PS3,Tekken 6 Review,Great,8
PS3,Pro Evolution Soccer 2010 Review,Fair,6
X360,Pro Evolution Soccer 2010 Review,Fair,6
PS3,SuperCar Challenge Review,Mediocre,5
PS3,Ratchet & Clank Future: A Crack in Time Review,Great,8
PS3,Trine Review,Great,8
X360,Panzer General: Allied Assault Review,Great,8
PS3,WWE Smackdown vs. Raw 2010 Review,Good,7
X360,Tower Bloxx Deluxe Review,Fair,6
PC,Tropico 3 Review,Great,8
DS,Mario & Sonic at the Olympic Winter Games Review,Fair,6
X360,Axel & Pixel Review,Mediocre,5
PS3,Borderlands Review,Great,8
X360,Borderlands Review,Great,8
X360,South Park Let's Go Tower Defense Play! Review,Good,7
PC,Dreamkiller Review,Mediocre,5
PC,Cities XL Review,Fair,6
PC,Risen Review,Good,7
X360,NBA 2K10 Review,Good,7
PS3,NBA 2K10 Review,Good,7
X360,Lucidity Review,Mediocre,5
PC,Lucidity Review,Mediocre,5
X360,Brutal Legend Review,Great,8
PS3,Brutal Legend Review,Great,8
X360,Military Madness: Nectaris Review,Mediocre,5
PC,Red Faction: Guerrilla Review,Great,8
DS,Star Wars The Clone Wars: Republic Heroes Review,Mediocre,5
PS3,Saw Review,Fair,6
X360,Saw Review,Fair,6
X360,Operation Flashpoint: Dragon Rising Review,Good,7
PS3,Operation Flashpoint: Dragon Rising Review,Good,7
DS,Mario & Luigi: Bowser's Inside Story Review,Superb,9
X360,Ion Assault Review,Good,7
X360,Tornado Outbreak Review,Fair,6
PS3,Tornado Outbreak Review,Fair,6
PS3,Uncharted 2: Among Thieves Review,Superb,9
X360,Star Wars: The Clone Wars: Republic Heroes Review,Bad,3
PS3,Star Wars: The Clone Wars: Republic Heroes Review,Bad,3
PC,Star Wars: The Clone Wars: Republic Heroes Review,Bad,3
X360,FIFA 10 Review,Superb,9
PS3,FIFA 10 Review,Superb,9
PS3,NBA Live 10 Review,Good,7
X360,NBA Live 10 Review,Good,7
PS3,Demon's Souls Review,Superb,9
PC,Mini Ninjas Review,Good,7
PS3,Mini Ninjas Review,Good,7
X360,Mini Ninjas Review,Good,7
PS3,Ninja Gaiden Sigma 2 Review,Great,8
PS3,Heroes Over Europe Review,Mediocre,5
X360,Heroes Over Europe Review,Mediocre,5
PS3,Katamari Forever Review,Good,7
X360,The Warriors: Street Brawl Review,Poor,4
X360,Zombie Apocalypse Review,Good,7
PS3,Zombie Apocalypse Review,Good,7
DS,Kingdom Hearts 358/2 Days Review,Great,8
PC,Order of War Review,Good,7
X360,Star Wars: The Force Unleashed Tatooine Mission Pack Review,Mediocre,5
PS3,Supersonic Acrobatic Rocket-Powered Battle-Cars Review,Fair,6
PC,Ashes Cricket 2009 Review,Fair,6
X360,Bubble Bobble Neo Review,Good,7
PS3,Pinball Hall of Fame - The Williams Collection Review,Great,8
PS3,NHL 2K10 Review,Good,7
X360,NHL 2K10 Review,Good,7
PC,Resident Evil 5 Review,Great,8
PS3,Marvel vs. Capcom 2 Review,Good,7
X360,Halo 3: ODST Review,Superb,9
X360,Darkest of Days Review,Poor,4
X360,Pinball Hall of Fame - The Williams Collection Review,Great,8
PC,Majesty 2: The Fantasy Kingdom Sim Review,Fair,6
X360,Defense Grid: The Awakening Review,Great,8
PC,Championship Manager 2010 Review,Fair,6
X360,Need for Speed: Shift Review,Good,7
PS3,Need for Speed: Shift Review,Good,7
PS3,Wet Review,Good,7
X360,Wet Review,Good,7
DS,Scribblenauts Review,Great,8
PS3,IL-2: Sturmovik: Birds of Prey Review,Good,7
PC,Darkest of Days Review,Poor,4
PC,CrimeCraft Review,Fair,6
PS3,NHL 10 Review,Great,8
X360,NHL 10 Review,Great,8
PS3,Marvel: Ultimate Alliance 2 Review,Good,7
X360,Marvel: Ultimate Alliance 2 Review,Good,7
PC,Officers Review,Mediocre,5
PC,Champions Online Review,Good,7
X360,Section 8 Review,Good,7
PC,Section 8 Review,Good,7
X360,IL-2: Sturmovik: Birds of Prey Review,Good,7
X360,Magic: The Gathering - Duels of the Planeswalkers Review,Good,7
PC,Batman: Arkham Asylum Review,Superb,9
PS3,The Beatles: Rock Band Review,Superb,9
X360,Yo-Ho Kablammo Review,Mediocre,5
X360,F.E.A.R. 2: Project Origin - Reborn Review,Fair,6
PS3,Guitar Hero 5 Review,Great,8
X360,Dirt 2 Review,Superb,9
X360,The Beatles: Rock Band Review,Superb,9
PS3,Dirt 2 Review,Superb,9
X360,Guitar Hero 5 Review,Great,8
X360,Raven Squad Review,Bad,3
PC,Raven Squad Review,Bad,3
PC,All Aspect Warfare Review,Terrible,2
X360,Invincible Tiger: The Legend of Han Tao Review,Fair,6
PS3,Invincible Tiger: The Legend of Han Tao Review,Fair,6
PS3,Smash Cars Review,Fair,6
PC,Osmos Review,Good,7
X360,Fallout 3: Broken Steel Review,Great,8
DS,Professor Layton and the Diabolical Box Review,Great,8
PS3,Batman: Arkham Asylum Review,Superb,9
X360,Batman: Arkham Asylum Review,Superb,9
PS3,Ashes Cricket 2009 Review,Fair,6
X360,Ashes Cricket 2009 Review,Fair,6
PC,Return to Mysterious Island 2 Review,Poor,4
PC,Wolfenstein Review,Good,7
PS3,Wolfenstein Review,Good,7
X360,Brave: A Warrior's Tale Review,Poor,4
X360,Shadow Complex Review,Great,8
PS3,Red Faction: Guerrilla - Demons of the Badlands Review,Good,7
X360,Red Faction: Guerrilla - Demons of the Badlands Review,Good,7
DS,C.O.R.E. Review,Bad,3
X360,Wolfenstein Review,Good,7
DS,Fossil Fighters Review,Good,7
PS3,Madden NFL 10 Review,Good,7
DS,Lego Battles Review,Good,7
PC,The Path Review,Great,8
X360,Madden NFL 10 Review,Good,7
PC,Hearts of Iron III Review,Great,8
DS,Art Style: BOXLIFE Review,Good,7
X360,Trials HD Review,Great,8
X360,Fallout 3: The Pitt Review,Good,7
DS,G.I. Joe: The Rise of Cobra Review,Mediocre,5
X360,Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled Review,Mediocre,5
PC,East India Company Review,Fair,6
X360,Marvel vs. Capcom 2 Review,Good,7
X360,Fallout 3: Mothership Zeta Review,Fair,6
PS3,G.I. Joe: The Rise of Cobra Review,Poor,4
X360,G.I. Joe: The Rise of Cobra Review,Poor,4
PC,Memento Mori Review,Poor,4
PS3,Ice Age: Dawn of the Dinosaurs Review,Fair,6
X360,Ice Age: Dawn of the Dinosaurs Review,Fair,6
PS3,BlazBlue: Calamity Trigger Review,Great,8
X360,BlazBlue: Calamity Trigger Review,Great,8
PS3,Fat Princess Review,Good,7
PS3,SingStar Queen Review,Good,7
PC,Clutch Review,Fair,6
PS3,The King of Fighters XII Review,Mediocre,5
X360,The King of Fighters XII Review,Mediocre,5
PS3,Shatter Review,Great,8
DS,Roogoo Attack Review,Fair,6
PC,Bionic Commando Review,Mediocre,5
X360,Watchmen: The End Is Nigh Parts 1 and 2 Review,Fair,6
PS3,Watchmen: The End Is Nigh Complete Experience Review,Fair,6
X360,G-Force Review,Good,7
PS3,G-Force Review,Good,7
X360,'Splosion Man Review,Great,8
X360,Worms 2: Armageddon Review,Great,8
PC,Overlord II Review,Good,7
PC,Death to Spies: Moment of Truth Review,Fair,6
PS3,Overlord II Review,Good,7
DS,Overlord: Minions Review,Poor,4
PC,Arma II Review,Great,8
X360,Madballs in Babo: Invasion Review,Good,7
PC,Street Fighter IV Review,Superb,9
PC,Out of the Park Baseball X Review,Great,8
X360,Infernal: Hell's Vengeance Review,Bad,3
PC,The Secret of Monkey Island: Special Edition Review,Great,8
X360,NCAA Football 10 Review,Great,8
PC,Dawn of Discovery Review,Great,8
X360,The Secret of Monkey Island: Special Edition Review,Great,8
PS3,Battlefield 1943 Review,Great,8
X360,Battlefield 1943 Review,Great,8
PC,Blood Bowl Review,Good,7
X360,The Bigs 2 Review,Great,8
PS3,The Bigs 2 Review,Great,8
DS,Mega Man Star Force 3: Red Joker Review,Mediocre,5
DS,Mega Man Star Force 3: Black Ace Review,Mediocre,5
DS,Miami Law Review,Mediocre,5
PC,Trine Review,Good,7
PC,Fuel Review,Fair,6
DS,Puffins: Island Adventure Review,Mediocre,5
DS,Dawn of Discovery Review,Great,8
PS3,The Punisher: No Mercy Review,Poor,4
DS,Trace Memory Review,Good,7
PS,Command & Conquer Red Alert: Retaliation Review,Mediocre,5
PS3,Harry Potter and the Half-Blood Prince Review,Mediocre,5
PC,Transformers: Revenge of the Fallen Review,Fair,6
PC,Still Life 2 Review,Good,7
PC,Hinterland: Orc Lords Review,Good,7
PS3,Call of Juarez: Bound in Blood Review,Great,8
X360,Call of Juarez: Bound in Blood Review,Great,8
PC,Call of Juarez: Bound in Blood Review,Great,8
X360,Fight Night Round 4 Review,Great,8
X360,Dynasty Warriors 6 Empires Review,Mediocre,5
PS3,Dynasty Warriors 6 Empires Review,Mediocre,5
DS,"Flower, Sun, and Rain Review",Fair,6
PC,Tunnel Rats: 1968 Review,Terrible,2
X360,Overlord II Review,Good,7
DS,Indiana Jones and the Staff of Kings Review,Fair,6
DS,Puzzle Kingdoms Review,Good,7
DS,MySims Racing Review,Good,7
PS3,Transformers: Revenge of the Fallen Review,Good,7
X360,Transformers: Revenge of the Fallen Review,Good,7
PS3,Virtua Tennis 2009 Review,Fair,6
X360,Virtua Tennis 2009 Review,Fair,6
PC,Spore Galactic Adventures Review,Great,8
DS,Shin Megami Tensei: Devil Survivor Review,Superb,9
PS3,CellFactor: Psychokinetic Wars Review,Mediocre,5
X360,CellFactor: Psychokinetic Wars Review,Mediocre,5
DS,Knights in the Nightmare Review,Great,8
PS3,Tiger Woods PGA Tour 10 Review,Great,8
X360,Tiger Woods PGA Tour 10 Review,Great,8
PC,Blueberry Garden Review,Mediocre,5
X360,Ghostbusters The Video Game Review,Good,7
PS3,Ghostbusters The Video Game Review,Good,7
PC,Ghostbusters The Video Game Review,Good,7
DS,Ghostbusters The Video Game Review,Mediocre,5
PS3,Prototype Review,Great,8
PC,Prototype Review,Great,8
DS,Black Sigil: Blade of the Exiled Review,Fair,6
DS,Dokapon Journey Review,Good,7
X360,Prototype Review,Great,8
X360,Up Review,Mediocre,5
PS3,Zen Pinball Review,Great,8
PC,Sherlock Holmes vs. Jack the Ripper Review,Good,7
PC,Delta Force: Xtreme 2 Review,Mediocre,5
PS3,Fuel Review,Fair,6
X360,Fuel Review,Fair,6
PC,Damnation Review,Bad,3
PS3,Damnation Review,Bad,3
X360,Damnation Review,Bad,3
DS,Jagged Alliance Review,Poor,4
PS3,Red Faction: Guerrilla Review,Great,8
X360,Red Faction: Guerrilla Review,Great,8
PC,The Sims 3 Review,Superb,9
X360,Wallace & Gromit Episode 1 Review,Good,7
PC,Necrovision Review,Good,7
DS,Art Style: Pictobits Review,Fair,6
X360,Raiden Fighters Aces Review,Fair,6
DS,Super Robot Taisen OG Saga: Endless Frontier Review,Good,7
PC,Killing Floor Review,Good,7
PS3,Infamous Review,Superb,9
PS3,Trash Panic Review,Good,7
PC,Terminator Salvation Review,Mediocre,5
PS3,Tekken 5: Dark Resurrection Review,Great,8
PS3,Mega Man 9 Review,Great,8
X360,UFC 2009 Undisputed Review,Great,8
PS3,UFC 2009 Undisputed Review,Great,8
PS3,Terminator Salvation Review,Mediocre,5
X360,Terminator Salvation Review,Mediocre,5
PS3,Bionic Commando Review,Fair,6
X360,Bionic Commando Review,Fair,6
PC,Battlestations: Pacific Review,Great,8
PS3,Sacred 2: Fallen Angel Review,Good,7
X360,Sacred 2: Fallen Angel Review,Good,7
X360,Star Trek: D-A-C Review,Poor,4
PS2,Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon Review,Good,7
PS3,SBK Superbike World Championship Review,Fair,6
X360,Arkanoid Live Review,Fair,6
X360,Battlestations: Pacific Review,Great,8
PC,Helldorado Review,Poor,4
PC,Plants vs. Zombies Review,Great,8
PC,X-Men Origins: Wolverine Review,Good,7
X360,Space Invaders Extreme Review,Great,8
PS3,Leisure Suit Larry: Box Office Bust Review,Terrible,2
X360,Zombie Wranglers Review,Bad,3
PC,Neverwinter Nights 2: Mysteries of Westgate Review,Fair,6
X360,Virtual ON Review,Good,7
PC,Velvet Assassin Review,Good,7
X360,Velvet Assassin Review,Good,7
PC,Stalin vs. Martians Review,Abysmal,1
DS,Avalon Code Review,Mediocre,5
PC,And Yet It Moves Review,Good,7
X360,Night at the Museum: Battle of the Smithsonian Review,Poor,4
X360,X-Men Origins: Wolverine Review,Good,7
PS3,X-Men Origins: Wolverine Review,Good,7
PC,Zeno Clash Review,Fair,6
DS,Professor Heinz Wolff's Gravity Review,Poor,4
X360,Lode Runner Review,Great,8
PC,Cryostasis: The Sleep of Reason Review,Great,8
PS3,Comet Crash Review,Superb,9
PS2,Dynasty Warriors: Gundam 2 Review,Poor,4
PC,Company of Heroes: Tales of Valor Review,Fair,6
